C/A,Unit,SCP,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
A013,R081,01-03-02,NQRW,BMT,12/30/2022,07:00:00,REGULAR,6406144,2860025
A013,R081,01-03-02,NQRW,BMT,12/30/2022,11:00:00,REGULAR,6406180,2860093
A013,R081,01-03-02,NQRW,BMT,12/30/2022,15:00:00,REGULAR,6406294,2860228
A013,R081,01-03-02,NQRW,BMT,12/30/2022,19:00:00,REGULAR,6406513,2860390
A013,R081,01-03-02,NQRW,BMT,12/30/2022,23:00:00,REGULAR,6406705,2860523
A013,R081,01-05-00,NQRW,BMT,12/30/2022,03:00:00,REGULAR,4668,0
A013,R081,01-05-00,NQRW,BMT,12/30/2022,07:00:00,REGULAR,4668,0
A013,R081,01-05-00,NQRW,BMT,12/30/2022,11:00:00,REGULAR,4669,0
A013,R081,01-05-00,NQRW,BMT,12/30/2022,15:00:00,REGULAR,4674,0
A013,R081,01-05-00,NQRW,BMT,12/30/2022,19:00:00,REGULAR,4677,0
A013,R081,01-05-00,NQRW,BMT,12/30/2022,23:00:00,REGULAR,4682,0
A013,R081,01-05-01,NQRW,BMT,12/30/2022,03:00:00,REGULAR,0,1677
A013,R081,01-05-01,NQRW,BMT,12/30/2022,07:00:00,REGULAR,0,1677
A013,R081,01-05-01,NQRW,BMT,12/30/2022,11:00:00,REGULAR,0,1677
A013,R081,01-05-01,NQRW,BMT,12/30/2022,15:00:00,REGULAR,0,1678
A013,R081,01-05-01,NQRW,BMT,12/30/2022,19:00:00,REGULAR,0,1680
A013,R081,01-05-01,NQRW,BMT,12/30/2022,23:00:00,REGULAR,0,1680
A013,R081,01-06-00,NQRW,BMT,12/30/2022,03:00:00,REGULAR,503176,367195
A013,R081,01-06-00,NQRW,BMT,12/30/2022,07:00:00,REGULAR,503179,367213
A013,R081,01-06-00,NQRW,BMT,12/30/2022,11:00:00,REGULAR,503218,367274
A013,R081,01-06-00,NQRW,BMT,12/30/2022,15:00:00,REGULAR,503316,367371
A013,R081,01-06-00,NQRW,BMT,12/30/2022,19:00:00,REGULAR,503526,367496
A013,R081,01-06-00,NQRW,BMT,12/30/2022,23:00:00,REGULAR,503721,367568
A013,R081,01-06-01,NQRW,BMT,12/30/2022,03:00:00,REGULAR,164137,90156
A013,R081,01-06-01,NQRW,BMT,12/30/2022,07:00:00,REGULAR,164144,90166
A013,R081,01-06-01,NQRW,BMT,12/30/2022,11:00:00,REGULAR,164198,90217
A013,R081,01-06-01,NQRW,BMT,12/30/2022,15:00:00,REGULAR,164348,90284
A013,R081,01-06-01,NQRW,BMT,12/30/2022,19:00:00,REGULAR,164625,90409
A013,R081,01-06-01,NQRW,BMT,12/30/2022,23:00:00,REGULAR,164898,90481
A013,R081,01-06-02,NQRW,BMT,12/30/2022,03:00:00,REGULAR,909034,392626
A013,R081,01-06-02,NQRW,BMT,12/30/2022,07:00:00,REGULAR,909042,392662
A013,R081,01-06-02,NQRW,BMT,12/30/2022,11:00:00,REGULAR,909117,392729
A013,R081,01-06-02,NQRW,BMT,12/30/2022,15:00:00,REGULAR,909322,392851
A013,R081,01-06-02,NQRW,BMT,12/30/2022,19:00:00,REGULAR,909665,392959
A013,R081,01-06-02,NQRW,BMT,12/30/2022,23:00:00,REGULAR,909944,393037
A014,R081,02-00-00,NQRW,BMT,12/30/2022,03:00:00,REGULAR,160434,104977
A014,R081,02-00-00,NQRW,BMT,12/30/2022,07:00:00,REGULAR,160434,104977
A014,R081,02-00-00,NQRW,BMT,12/30/2022,11:00:00,REGULAR,160434,104977
A014,R081,02-00-00,NQRW,BMT,12/30/2022,15:00:00,REGULAR,160434,104977
A014,R081,02-00-00,NQRW,BMT,12/30/2022,19:00:00,REGULAR,160434,104977
A014,R081,02-00-00,NQRW,BMT,12/30/2022,23:00:00,REGULAR,160434,104977
A014,R081,02-00-01,NQRW,BMT,12/30/2022,03:00:00,REGULAR,7043857,3732245
A014,R081,02-00-01,NQRW,BMT,12/30/2022,07:00:00,REGULAR,7043857,3732245
A014,R081,02-00-01,NQRW,BMT,12/30/2022,11:00:00,REGULAR,7043857,3732245
A014,R081,02-00-01,NQRW,BMT,12/30/2022,15:00:00,REGULAR,7043857,3732245
A014,R081,02-00-01,NQRW,BMT,12/30/2022,19:00:00,REGULAR,7043857,3732245
A014,R081,02-00-01,NQRW,BMT,12/30/2022,23:00:00,REGULAR,7043857,3732245
A014,R081,02-00-02,NQRW,BMT,12/30/2022,03:00:00,REGULAR,1668389,3517674
A014,R081,02-00-02,NQRW,BMT,12/30/2022,07:00:00,REGULAR,1668389,3517674
A014,R081,02-00-02,NQRW,BMT,12/30/2022,11:00:00,REGULAR,1668389,3517674
A014,R081,02-00-02,NQRW,BMT,12/30/2022,15:00:00,REGULAR,1668389,3517674
A014,R081,02-00-02,NQRW,BMT,12/30/2022,19:00:00,REGULAR,1668389,3517674
A014,R081,02-00-02,NQRW,BMT,12/30/2022,23:00:00,REGULAR,1668389,3517674
A014,R081,02-06-00,NQRW,BMT,12/30/2022,03:00:00,REGULAR,636616,2866016
A014,R081,02-06-00,NQRW,BMT,12/30/2022,07:00:00,REGULAR,636616,2866016
A014,R081,02-06-00,NQRW,BMT,12/30/2022,11:00:00,REGULAR,636616,2866016
A014,R081,02-06-00,NQRW,BMT,12/30/2022,15:00:00,REGULAR,636616,2866016
A014,R081,02-06-00,NQRW,BMT,12/30/2022,19:00:00,REGULAR,636616,2866016
A014,R081,02-06-00,NQRW,BMT,12/30/2022,23:00:00,REGULAR,636616,2866016
A014,R081,02-06-01,NQRW,BMT,12/30/2022,03:00:00,REGULAR,36253,51830214
A014,R081,02-06-01,NQRW,BMT,12/30/2022,07:00:00,REGULAR,36253,51830214
A014,R081,02-06-01,NQRW,BMT,12/30/2022,11:00:00,REGULAR,36253,51830214
A014,R081,02-06-01,NQRW,BMT,12/30/2022,15:00:00,REGULAR,36253,51830214
A014,R081,02-06-01,NQRW,BMT,12/30/2022,19:00:00,REGULAR,36253,51830214
A014,R081,02-06-01,NQRW,BMT,12/30/2022,23:00:00,REGULAR,36253,51830214
A015,R081,00-00-00,NQRW,BMT,12/30/2022,03:00:00,REGULAR,13425134,4503384
A015,R081,00-00-00,NQRW,BMT,12/30/2022,07:00:00,REGULAR,13425140,4503407
A015,R081,00-00-00,NQRW,BMT,12/30/2022,11:00:00,REGULAR,13425249,4503516
A015,R081,00-00-00,NQRW,BMT,12/30/2022,15:00:00,REGULAR,13425472,4503693
A015,R081,00-00-00,NQRW,BMT,12/30/2022,19:00:00,REGULAR,13425847,4503898
A015,R081,00-00-00,NQRW,BMT,12/30/2022,23:00:00,REGULAR,13426140,4504000
A015,R081,00-00-01,NQRW,BMT,12/30/2022,03:00:00,REGULAR,1427738,356337
A015,R081,00-00-01,NQRW,BMT,12/30/2022,07:00:00,REGULAR,1427741,356353
A015,R081,00-00-01,NQRW,BMT,12/30/2022,11:00:00,REGULAR,1427839,356428
A015,R081,00-00-01,NQRW,BMT,12/30/2022,15:00:00,REGULAR,1428009,356525
A015,R081,00-00-01,NQRW,BMT,12/30/2022,19:00:00,REGULAR,1428315,356647
A015,R081,00-00-01,NQRW,BMT,12/30/2022,23:00:00,REGULAR,1428579,356719
A015,R081,00-00-02,NQRW,BMT,12/30/2022,03:00:00,REGULAR,194532,76307
A015,R081,00-00-02,NQRW,BMT,12/30/2022,07:00:00,REGULAR,194541,76317
A015,R081,00-00-02,NQRW,BMT,12/30/2022,11:00:00,REGULAR,194628,76374
A015,R081,00-00-02,NQRW,BMT,12/30/2022,15:00:00,REGULAR,194800,76459
A015,R081,00-00-02,NQRW,BMT,12/30/2022,19:00:00,REGULAR,195054,76580
A015,R081,00-00-02,NQRW,BMT,12/30/2022,23:00:00,REGULAR,195289,76625
A015,R081,00-00-03,NQRW,BMT,12/30/2022,03:00:00,REGULAR,9370321,4035676
A015,R081,00-00-03,NQRW,BMT,12/30/2022,07:00:00,REGULAR,9370322,4035690
A015,R081,00-00-03,NQRW,BMT,12/30/2022,11:00:00,REGULAR,9370368,4035783
A015,R081,00-00-03,NQRW,BMT,12/30/2022,15:00:00,REGULAR,9370519,4035880
A015,R081,00-00-03,NQRW,BMT,12/30/2022,19:00:00,REGULAR,9370767,4036025
A015,R081,00-00-03,NQRW,BMT,12/30/2022,23:00:00,REGULAR,9370964,4036098
A015,R081,00-03-00,NQRW,BMT,12/30/2022,03:00:00,REGULAR,7761538,9776629
A015,R081,00-03-00,NQRW,BMT,12/30/2022,07:00:00,REGULAR,7761548,9776676
A015,R081,00-03-00,NQRW,BMT,12/30/2022,11:00:00,REGULAR,7761587,9776944
A015,R081,00-03-00,NQRW,BMT,12/30/2022,15:00:00,REGULAR,7761689,9777373
A015,R081,00-03-00,NQRW,BMT,12/30/2022,19:00:00,REGULAR,7761855,9777848
A015,R081,00-03-00,NQRW,BMT,12/30/2022,23:00:00,REGULAR,7762021,9778090
A015,R081,00-03-01,NQRW,BMT,12/30/2022,03:00:00,REGULAR,77111,341829
A015,R081,00-03-01,NQRW,BMT,12/30/2022,07:00:00,REGULAR,77117,341959
A015,R081,00-03-01,NQRW,BMT,12/30/2022,11:00:00,REGULAR,77138,342582
A015,R081,00-03-01,NQRW,BMT,12/30/2022,15:00:00,REGULAR,77193,343166
A015,R081,00-03-01,NQRW,BMT,12/30/2022,19:00:00,REGULAR,77355,343850
A015,R081,00-03-01,NQRW,BMT,12/30/2022,23:00:00,REGULAR,77470,344140
A016,R081,03-00-00,NQRW,BMT,12/30/2022,03:00:00,REGULAR,4308020,5695822
A016,R081,03-00-00,NQRW,BMT,12/30/2022,07:00:00,REGULAR,4308023,5695940
A016,R081,03-00-00,NQRW,BMT,12/30/2022,11:00:00,REGULAR,4308073,5696406
A016,R081,03-00-00,NQRW,BMT,12/30/2022,15:00:00,REGULAR,4308193,5696904
A016,R081,03-00-00,NQRW,BMT,12/30/2022,19:00:00,REGULAR,4308393,5697392
A016,R081,03-00-00,NQRW,BMT,12/30/2022,23:00:00,REGULAR,4308575,5697655
A016,R081,03-00-01,NQRW,BMT,12/30/2022,03:00:00,REGULAR,6339464,2455593
A016,R081,03-00-01,NQRW,BMT,12/30/2022,07:00:00,REGULAR,6339475,2455644
A016,R081,03-00-01,NQRW,BMT,12/30/2022,11:00:00,REGULAR,6339573,2455814
A016,R081,03-00-01,NQRW,BMT,12/30/2022,15:00:00,REGULAR,6339754,2456016
A016,R081,03-00-01,NQRW,BMT,12/30/2022,19:00:00,REGULAR,6340007,2456186
A016,R081,03-00-01,NQRW,BMT,12/30/2022,23:00:00,REGULAR,6340212,2456293
A016,R081,03-00-02,NQRW,BMT,12/30/2022,03:00:00,REGULAR,15911664,4770568
A016,R081,03-00-02,NQRW,BMT,12/30/2022,07:00:00,REGULAR,15911674,4770625
A016,R081,03-00-02,NQRW,BMT,12/30/2022,11:00:00,REGULAR,15911817,4770780
A016,R081,03-00-02,NQRW,BMT,12/30/2022,15:00:00,REGULAR,15912095,4770858
A016,R081,03-00-02,NQRW,BMT,12/30/2022,19:00:00,REGULAR,15912443,4770947
A016,R081,03-00-02,NQRW,BMT,12/30/2022,23:00:00,REGULAR,15912720,4771044
A016,R081,03-06-00,NQRW,BMT,12/30/2022,03:00:00,REGULAR,1402197,545064
A016,R081,03-06-00,NQRW,BMT,12/30/2022,07:00:00,REGULAR,1402197,545066
A016,R081,03-06-00,NQRW,BMT,12/30/2022,11:00:00,REGULAR,1402223,545091
A016,R081,03-06-00,NQRW,BMT,12/30/2022,15:00:00,REGULAR,1402259,545105
A016,R081,03-06-00,NQRW,BMT,12/30/2022,19:00:00,REGULAR,1402324,545120
A016,R081,03-06-00,NQRW,BMT,12/30/2022,23:00:00,REGULAR,1402356,545129
A016,R081,03-06-01,NQRW,BMT,12/30/2022,03:00:00,REGULAR,61014,77251
A016,R081,03-06-01,NQRW,BMT,12/30/2022,07:00:00,REGULAR,61014,77259
A016,R081,03-06-01,NQRW,BMT,12/30/2022,11:00:00,REGULAR,61024,77298
A016,R081,03-06-01,NQRW,BMT,12/30/2022,15:00:00,REGULAR,61042,77322
A016,R081,03-06-01,NQRW,BMT,12/30/2022,19:00:00,REGULAR,61088,77338
A016,R081,03-06-01,NQRW,BMT,12/30/2022,23:00:00,REGULAR,61110,77341
A021,R032,01-00-00,ACENQRS1237W,BMT,12/30/2022,03:00:00,REGULAR,10605714,13921137
A021,R032,01-00-00,ACENQRS1237W,BMT,12/30/2022,07:00:00,REGULAR,10605759,13921236
A021,R032,01-00-00,ACENQRS1237W,BMT,12/30/2022,11:00:00,REGULAR,10605894,13922028
A021,R032,01-00-00,ACENQRS1237W,BMT,12/30/2022,15:00:00,REGULAR,10606122,13922903
A021,R032,01-00-00,ACENQRS1237W,BMT,12/30/2022,19:00:00,REGULAR,10606399,13923923
A021,R032,01-00-00,ACENQRS1237W,BMT,12/30/2022,23:00:00,REGULAR,10606629,13924400
A021,R032,01-00-01,ACENQRS1237W,BMT,12/30/2022,03:00:00,REGULAR,4579866,5613118
A021,R032,01-00-01,ACENQRS1237W,BMT,12/30/2022,07:00:00,REGULAR,4579882,5613161
A021,R032,01-00-01,ACENQRS1237W,BMT,12/30/2022,11:00:00,REGULAR,4579980,5613568
A021,R032,01-00-01,ACENQRS1237W,BMT,12/30/2022,15:00:00,REGULAR,4580148,5613985
A021,R032,01-00-01,ACENQRS1237W,BMT,12/30/2022,19:00:00,REGULAR,4580374,5614585
A021,R032,01-00-01,ACENQRS1237W,BMT,12/30/2022,23:00:00,REGULAR,4580524,5614882
A021,R032,01-00-02,ACENQRS1237W,BMT,12/30/2022,03:00:00,REGULAR,3203307,3251718
A021,R032,01-00-02,ACENQRS1237W,BMT,12/30/2022,07:00:00,REGULAR,3203323,3251743
A021,R032,01-00-02,ACENQRS1237W,BMT,12/30/2022,11:00:00,REGULAR,3203399,3251942
A021,R032,01-00-02,ACENQRS1237W,BMT,12/30/2022,15:00:00,REGULAR,3203523,3252196
A021,R032,01-00-02,ACENQRS1237W,BMT,12/30/2022,19:00:00,REGULAR,3203713,3252511
A021,R032,01-00-02,ACENQRS1237W,BMT,12/30/2022,23:00:00,REGULAR,3203827,3252660
A021,R032,01-00-03,ACENQRS1237W,BMT,12/30/2022,03:00:00,REGULAR,3091034,1525930
A021,R032,01-00-03,ACENQRS1237W,BMT,12/30/2022,07:00:00,REGULAR,3091039,1525940
A021,R032,01-00-03,ACENQRS1237W,BMT,12/30/2022,11:00:00,REGULAR,3091100,1526021
A021,R032,01-00-03,ACENQRS1237W,BMT,12/30/2022,15:00:00,REGULAR,3091198,1526134
A021,R032,01-00-03,ACENQRS1237W,BMT,12/30/2022,19:00:00,REGULAR,3091368,1526297
A021,R032,01-00-03,ACENQRS1237W,BMT,12/30/2022,23:00:00,REGULAR,3091462,1526376
A021,R032,01-00-04,ACENQRS1237W,BMT,12/30/2022,03:00:00,REGULAR,2798495,4184256
A021,R032,01-00-04,ACENQRS1237W,BMT,12/30/2022,07:00:00,REGULAR,2798508,4184274
A021,R032,01-00-04,ACENQRS1237W,BMT,12/30/2022,11:00:00,REGULAR,2798574,4184432
A021,R032,01-00-04,ACENQRS1237W,BMT,12/30/2022,15:00:00,REGULAR,2798640,4184709
A021,R032,01-00-04,ACENQRS1237W,BMT,12/30/2022,19:00:00,REGULAR,2798752,4185165
A021,R032,01-00-04,ACENQRS1237W,BMT,12/30/2022,23:00:00,REGULAR,2798798,4185411
A021,R032,01-00-05,ACENQRS1237W,BMT,12/30/2022,03:00:00,REGULAR,2128756,7134471
A021,R032,01-00-05,ACENQRS1237W,BMT,12/30/2022,07:00:00,REGULAR,2128763,7134507
A021,R032,01-00-05,ACENQRS1237W,BMT,12/30/2022,11:00:00,REGULAR,2128799,7134741
A021,R032,01-00-05,ACENQRS1237W,BMT,12/30/2022,15:00:00,REGULAR,2128858,7135165
A021,R032,01-00-05,ACENQRS1237W,BMT,12/30/2022,19:00:00,REGULAR,2128965,7135850
A021,R032,01-00-05,ACENQRS1237W,BMT,12/30/2022,23:00:00,REGULAR,2129031,7136230
A021,R032,01-00-06,ACENQRS1237W,BMT,12/30/2022,03:00:00,REGULAR,2414032,7948281
A021,R032,01-00-06,ACENQRS1237W,BMT,12/30/2022,07:00:00,REGULAR,2414035,7948316
A021,R032,01-00-06,ACENQRS1237W,BMT,12/30/2022,11:00:00,REGULAR,2414058,7948663
A021,R032,01-00-06,ACENQRS1237W,BMT,12/30/2022,15:00:00,REGULAR,2414123,7949264
A021,R032,01-00-06,ACENQRS1237W,BMT,12/30/2022,19:00:00,REGULAR,2414227,7950180
A021,R032,01-00-06,ACENQRS1237W,BMT,12/30/2022,23:00:00,REGULAR,2414283,7950763
A021,R032,01-00-07,ACENQRS1237W,BMT,12/30/2022,03:00:00,REGULAR,4028490,7606973
A021,R032,01-00-07,ACENQRS1237W,BMT,12/30/2022,07:00:00,REGULAR,4028501,7607057
A021,R032,01-00-07,ACENQRS1237W,BMT,12/30/2022,11:00:00,REGULAR,4028554,7607553
A021,R032,01-00-07,ACENQRS1237W,BMT,12/30/2022,15:00:00,REGULAR,4028694,7608272
A021,R032,01-00-07,ACENQRS1237W,BMT,12/30/2022,19:00:00,REGULAR,4028889,7609224
A021,R032,01-00-07,ACENQRS1237W,BMT,12/30/2022,23:00:00,REGULAR,4029001,7609985
A022,R022,01-00-00,BDFMNQRW,BMT,12/30/2022,03:00:00,REGULAR,29660624,13210210
A022,R022,01-00-00,BDFMNQRW,BMT,12/30/2022,07:00:00,REGULAR,29660641,13210275
A022,R022,01-00-00,BDFMNQRW,BMT,12/30/2022,11:00:00,REGULAR,29660866,13210682
A022,R022,01-00-00,BDFMNQRW,BMT,12/30/2022,15:00:00,REGULAR,29661542,13211354
A022,R022,01-00-00,BDFMNQRW,BMT,12/30/2022,19:00:00,REGULAR,29662450,13212235
A022,R022,01-00-00,BDFMNQRW,BMT,12/30/2022,23:00:00,REGULAR,29663164,13212669
A022,R022,01-00-01,BDFMNQRW,BMT,12/30/2022,03:00:00,REGULAR,29125164,12778405
A022,R022,01-00-01,BDFMNQRW,BMT,12/30/2022,07:00:00,REGULAR,29125190,12778467
A022,R022,01-00-01,BDFMNQRW,BMT,12/30/2022,11:00:00,REGULAR,29125451,12778807
A022,R022,01-00-01,BDFMNQRW,BMT,12/30/2022,15:00:00,REGULAR,29126278,12779279
A022,R022,01-00-01,BDFMNQRW,BMT,12/30/2022,19:00:00,REGULAR,29127484,12779714
A022,R022,01-00-01,BDFMNQRW,BMT,12/30/2022,23:00:00,REGULAR,29128261,12779996
A022,R022,01-06-00,BDFMNQRW,BMT,12/30/2022,03:00:00,REGULAR,67879627,19195578
A022,R022,01-06-00,BDFMNQRW,BMT,12/30/2022,07:00:00,REGULAR,67879627,19195593
A022,R022,01-06-00,BDFMNQRW,BMT,12/30/2022,11:00:00,REGULAR,67879635,19195682
A022,R022,01-06-00,BDFMNQRW,BMT,12/30/2022,15:00:00,REGULAR,67879696,19196030
A022,R022,01-06-00,BDFMNQRW,BMT,12/30/2022,19:00:00,REGULAR,67879849,19196906
A022,R022,01-06-00,BDFMNQRW,BMT,12/30/2022,23:00:00,REGULAR,67879926,19197194
A022,R022,01-06-01,BDFMNQRW,BMT,12/30/2022,03:00:00,REGULAR,5653487,9289831
A022,R022,01-06-01,BDFMNQRW,BMT,12/30/2022,07:00:00,REGULAR,5653487,9289844
A022,R022,01-06-01,BDFMNQRW,BMT,12/30/2022,11:00:00,REGULAR,5653504,9289974
A022,R022,01-06-01,BDFMNQRW,BMT,12/30/2022,15:00:00,REGULAR,5653618,9290503
A022,R022,01-06-01,BDFMNQRW,BMT,12/30/2022,19:00:00,REGULAR,5653813,9291629
A022,R022,01-06-01,BDFMNQRW,BMT,12/30/2022,23:00:00,REGULAR,5653907,9292100
A025,R023,01-00-00,BDFMNQRW,BMT,12/30/2022,03:00:00,REGULAR,6198336,12064603
A025,R023,01-00-00,BDFMNQRW,BMT,12/30/2022,07:00:00,REGULAR,6198383,12064731
A025,R023,01-00-00,BDFMNQRW,BMT,12/30/2022,11:00:00,REGULAR,6198530,12065376
A025,R023,01-00-00,BDFMNQRW,BMT,12/30/2022,15:00:00,REGULAR,6198770,12066142
A025,R023,01-00-00,BDFMNQRW,BMT,12/30/2022,19:00:00,REGULAR,6199165,12067187
A025,R023,01-00-00,BDFMNQRW,BMT,12/30/2022,23:00:00,REGULAR,6199459,12067707
A025,R023,01-00-01,BDFMNQRW,BMT,12/30/2022,03:00:00,REGULAR,15049702,6584246
A025,R023,01-00-01,BDFMNQRW,BMT,12/30/2022,07:00:00,REGULAR,15049784,6584275
A025,R023,01-00-01,BDFMNQRW,BMT,12/30/2022,11:00:00,REGULAR,15050077,6584476
A025,R023,01-00-01,BDFMNQRW,BMT,12/30/2022,15:00:00,REGULAR,15050396,6584770
A025,R023,01-00-01,BDFMNQRW,BMT,12/30/2022,19:00:00,REGULAR,15050852,6585246
A025,R023,01-00-01,BDFMNQRW,BMT,12/30/2022,23:00:00,REGULAR,15051108,6585482
A025,R023,01-00-02,BDFMNQRW,BMT,12/30/2022,03:00:00,REGULAR,15839348,4078295
A025,R023,01-00-02,BDFMNQRW,BMT,12/30/2022,07:00:00,REGULAR,15839396,4078318
A025,R023,01-00-02,BDFMNQRW,BMT,12/30/2022,11:00:00,REGULAR,15839622,4078408
A025,R023,01-00-02,BDFMNQRW,BMT,12/30/2022,15:00:00,REGULAR,15839879,4078534
A025,R023,01-00-02,BDFMNQRW,BMT,12/30/2022,19:00:00,REGULAR,15840309,4078804
A025,R023,01-00-02,BDFMNQRW,BMT,12/30/2022,23:00:00,REGULAR,15840547,4078945
A025,R023,01-00-03,BDFMNQRW,BMT,12/30/2022,03:00:00,REGULAR,9671007,2388053
A025,R023,01-00-03,BDFMNQRW,BMT,12/30/2022,07:00:00,REGULAR,9671037,2388092
A025,R023,01-00-03,BDFMNQRW,BMT,12/30/2022,11:00:00,REGULAR,9671218,2388172
A025,R023,01-00-03,BDFMNQRW,BMT,12/30/2022,15:00:00,REGULAR,9671522,2388314
A025,R023,01-00-03,BDFMNQRW,BMT,12/30/2022,19:00:00,REGULAR,9671967,2388558
A025,R023,01-00-03,BDFMNQRW,BMT,12/30/2022,23:00:00,REGULAR,9672233,2388704
A025,R023,01-03-00,BDFMNQRW,BMT,12/30/2022,03:00:00,REGULAR,9083038,3671604
A025,R023,01-03-00,BDFMNQRW,BMT,12/30/2022,07:00:00,REGULAR,9083072,3671639
A025,R023,01-03-00,BDFMNQRW,BMT,12/30/2022,11:00:00,REGULAR,9083251,3671771
A025,R023,01-03-00,BDFMNQRW,BMT,12/30/2022,15:00:00,REGULAR,9083522,3672022
A025,R023,01-03-00,BDFMNQRW,BMT,12/30/2022,19:00:00,REGULAR,9083901,3672524
A025,R023,01-03-00,BDFMNQRW,BMT,12/30/2022,23:00:00,REGULAR,9084168,3672773
A025,R023,01-03-01,BDFMNQRW,BMT,12/30/2022,03:00:00,REGULAR,616664,731044
A025,R023,01-03-01,BDFMNQRW,BMT,12/30/2022,07:00:00,REGULAR,616680,731112
A025,R023,01-03-01,BDFMNQRW,BMT,12/30/2022,11:00:00,REGULAR,616793,731321
A025,R023,01-03-01,BDFMNQRW,BMT,12/30/2022,15:00:00,REGULAR,616981,731652
A025,R023,01-03-01,BDFMNQRW,BMT,12/30/2022,19:00:00,REGULAR,617361,732200
A025,R023,01-03-01,BDFMNQRW,BMT,12/30/2022,23:00:00,REGULAR,617645,732478
A025,R023,01-03-02,BDFMNQRW,BMT,12/30/2022,03:00:00,REGULAR,3103102,2345895
A025,R023,01-03-02,BDFMNQRW,BMT,12/30/2022,07:00:00,REGULAR,3103127,2345986
A025,R023,01-03-02,BDFMNQRW,BMT,12/30/2022,11:00:00,REGULAR,3103251,2346464
A025,R023,01-03-02,BDFMNQRW,BMT,12/30/2022,15:00:00,REGULAR,3103526,2347004
A025,R023,01-03-02,BDFMNQRW,BMT,12/30/2022,19:00:00,REGULAR,3104044,2347537
A025,R023,01-03-02,BDFMNQRW,BMT,12/30/2022,23:00:00,REGULAR,3104433,2347863
A025,R023,01-06-00,BDFMNQRW,BMT,12/30/2022,03:00:00,REGULAR,534585,2048179
A025,R023,01-06-00,BDFMNQRW,BMT,12/30/2022,07:00:00,REGULAR,534621,2048361
A025,R023,01-06-00,BDFMNQRW,BMT,12/30/2022,11:00:00,REGULAR,534686,2049240
A025,R023,01-06-00,BDFMNQRW,BMT,12/30/2022,15:00:00,REGULAR,534835,2050316
A025,R023,01-06-00,BDFMNQRW,BMT,12/30/2022,19:00:00,REGULAR,535057,2051654
A025,R023,01-06-00,BDFMNQRW,BMT,12/30/2022,23:00:00,REGULAR,535228,2052392
A025,R023,01-06-01,BDFMNQRW,BMT,12/30/2022,03:00:00,REGULAR,16270875,35048378
A025,R023,01-06-01,BDFMNQRW,BMT,12/30/2022,07:00:00,REGULAR,16270904,35048552
A025,R023,01-06-01,BDFMNQRW,BMT,12/30/2022,11:00:00,REGULAR,16271004,35049355
A025,R023,01-06-01,BDFMNQRW,BMT,12/30/2022,15:00:00,REGULAR,16271196,35050301
A025,R023,01-06-01,BDFMNQRW,BMT,12/30/2022,19:00:00,REGULAR,16271448,35051669
A025,R023,01-06-01,BDFMNQRW,BMT,12/30/2022,23:00:00,REGULAR,16271657,35052331
A025,R023,01-06-02,BDFMNQRW,BMT,12/30/2022,03:00:00,REGULAR,656920,382584
A025,R023,01-06-02,BDFMNQRW,BMT,12/30/2022,07:00:00,REGULAR,656926,382591
A025,R023,01-06-02,BDFMNQRW,BMT,12/30/2022,11:00:00,REGULAR,656942,382686
A025,R023,01-06-02,BDFMNQRW,BMT,12/30/2022,15:00:00,REGULAR,656993,382803
A025,R023,01-06-02,BDFMNQRW,BMT,12/30/2022,19:00:00,REGULAR,657072,382923
A025,R023,01-06-02,BDFMNQRW,BMT,12/30/2022,23:00:00,REGULAR,657121,383045
A027,R082,01-00-00,NRW,BMT,12/30/2022,03:00:00,REGULAR,4149705,5444981
A027,R082,01-00-00,NRW,BMT,12/30/2022,07:00:00,REGULAR,4149708,5445035
A027,R082,01-00-00,NRW,BMT,12/30/2022,11:00:00,REGULAR,4149746,5445286
A027,R082,01-00-00,NRW,BMT,12/30/2022,15:00:00,REGULAR,4149846,5445603
A027,R082,01-00-00,NRW,BMT,12/30/2022,19:00:00,REGULAR,4150012,5446109
A027,R082,01-00-00,NRW,BMT,12/30/2022,23:00:00,REGULAR,4150128,5446400
A027,R082,01-03-00,NRW,BMT,12/30/2022,03:00:00,REGULAR,951212,586159
A027,R082,01-03-00,NRW,BMT,12/30/2022,07:00:00,REGULAR,951222,586178
A027,R082,01-03-00,NRW,BMT,12/30/2022,11:00:00,REGULAR,951278,586295
A027,R082,01-03-00,NRW,BMT,12/30/2022,15:00:00,REGULAR,951393,586440
A027,R082,01-03-00,NRW,BMT,12/30/2022,19:00:00,REGULAR,951603,586728
A027,R082,01-03-00,NRW,BMT,12/30/2022,23:00:00,REGULAR,951729,586879
A027,R082,01-03-01,NRW,BMT,12/30/2022,03:00:00,REGULAR,2763920,1561236
A027,R082,01-03-01,NRW,BMT,12/30/2022,07:00:00,REGULAR,2763925,1561247
A027,R082,01-03-01,NRW,BMT,12/30/2022,11:00:00,REGULAR,2763970,1561319
A027,R082,01-03-01,NRW,BMT,12/30/2022,15:00:00,REGULAR,2764067,1561434
A027,R082,01-03-01,NRW,BMT,12/30/2022,19:00:00,REGULAR,2764248,1561626
A027,R082,01-03-01,NRW,BMT,12/30/2022,23:00:00,REGULAR,2764381,1561715
A027,R082,01-03-02,NRW,BMT,12/30/2022,03:00:00,REGULAR,3225127,3174924
A027,R082,01-03-02,NRW,BMT,12/30/2022,07:00:00,REGULAR,3225136,3174937
